1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
10,1
13,1
14,1
15,1
17,1
18,1
1,2
5,2
10,2
2,3
5,3
7,3
8,3
18,3
2,4
5,4
7,4
8,4
17,4
18,4
2,5
5,5
7,5
8,5
19,5
3,6
9,6
3,7
5,7
9,7
4,8
5,8
6,8
10,8
14,8
15,8
17,8
18,8
5,9
6,9
5,10
9,10
5,11
10,11
5,12
10,12
5,13
10,13
5,14
11,14
12,14
5,15
14,15
16,15
19,15
5,16
14,16
16,16
19,16
5,17
14,17
16,17
5,18
16,18
5,19
16,19
5,20
17,20
18,20
5,21
19,21
5,22
19,22
19,23
19,24
5,25
19,25
5,26
